Date,Description,Amount,Payment_Method,Category
2024-02-04,RECURRING DEPOSIT TXN73689,19229.13,Cash,Investment
2024-02-04,UPI ONLINE COURSE PAYMENT VIJAYAWADA,404.71,UPI,Education
2024-02-04,UPI YOUTUBE PREMIUM CHENNAI,763.11,UPI,Entertainment
2024-02-04,FLIPKART ORDER REF423939,11850.3,Cash,Shopping
2024-02-04,STOCK INVESTMENT TXN68419,4168.96,Debit Card,Investment
2024-02-05,RELIANCE TRENDS,1447.97,Net Banking,Shopping
2024-02-05,DMART PURCHASE,12557.49,Wallet,Shopping
2024-02-05,HP FUEL STATION,947.77,Debit Card,Transport
2024-02-05,HOSPITAL PAYMENT REF738794,2601.04,Net Banking,Healthcare
2024-02-05,UPI APARTMENT RENT BLR,6908.42,UPI,Rent
2024-02-06,DONATION PAYMENT TXN24486,4568.73,UPI,Other
2024-02-06,STATIONERY STORE TXN84479,6954.94,Debit Card,Education
2024-02-06,UPI RELIANCE TRENDS GUNTUR,14614.59,Credit Card,Shopping
2024-02-06,GAME PURCHASE REF142079,879.69,Debit Card,Entertainment
2024-02-06,ATM FEE REF800689,6815.71,Cash,Other
2024-02-06,DMART PURCHASE,2721.39,UPI,Shopping
2024-02-06,UPI STOCK INVESTMENT HYD,26244.91,Cash,Investment
2024-02-06,CERTIFICATION EXAM,17020.88,UPI,Education
2024-02-07,UPI CERTIFICATION EXAM BLR,10428.09,UPI,Education
2024-02-07,PG RENT PAYMENT,21836.7,Credit Card,Rent
2024-02-07,YOUTUBE PREMIUM,3424.93,Wallet,Entertainment
2024-02-07,MISCELLANEOUS PAYMENT,2166.97,Cash,Other
2024-02-07,ELECTRICITY BILL,5807.05,Credit Card,Bills
2024-02-07,ACT FIBERNET,1170.89,Cash,Bills
2024-02-07,DENTAL CLINIC,4738.78,Credit Card,Healthcare
2024-02-08,ACT FIBERNET TXN17812,1809.25,Debit Card,Bills
2024-02-08,DENTAL CLINIC REF246566,548.93,Credit Card,Healthcare
2024-02-08,UPI RECURRING DEPOSIT HYD,11539.36,Debit Card,Investment
2024-02-08,MEDPLUS PHARMACY,6869.5,Wallet,Healthcare
2024-02-08,ACCOMMODATION PAYMENT,21995.05,Net Banking,Rent
2024-02-08,UPI FIXED DEPOSIT GUNTUR,22628.98,Cash,Investment
2024-02-08,UBER TRIP,773.94,Wallet,Transport
2024-02-08,UPI SIP INVESTMENT VIJAYAWADA,26819.21,Credit Card,Investment
2024-02-08,CASH WITHDRAWAL,6440.43,Wallet,Other
2024-02-08,LIBRARY FEE REF674598,4792.17,UPI,Education
2024-02-08,RESTAURANT PAYMENT REF580155,1403.2,Net Banking,Food
2024-02-08,HOSPITAL PAYMENT TXN21116,7306.47,Wallet,Healthcare
2024-02-08,UPI HOSTEL FEE RENT VIJAYAWADA,16431.84,Cash,Rent
2024-02-08,NETFLIX SUBSCRIPTION REF273993,595.97,Debit Card,Entertainment
2024-02-08,SWIGGY ORDER REF142153,1606.55,UPI,Food
2024-02-08,MEDPLUS PHARMACY,2708.61,Credit Card,Healthcare
2024-02-09,MUTUAL FUND INVESTMENT,18019.96,Credit Card,Investment
2024-02-09,BANK CHARGE REF941460,3737.9,Wallet,Other
2024-02-09,DOCTOR CONSULTATION,8688.14,Cash,Healthcare
2024-02-09,UPI HOTSTAR SUBSCRIPTION VIJAYAWADA,999.43,Net Banking,Entertainment
2024-02-09,MCDONALDS ORDER,883.97,Credit Card,Food
2024-02-09,UPI CLOTHING STORE CHENNAI,552.09,Cash,Shopping
2024-02-09,GIFT PURCHASE REF101351,2765.55,Wallet,Other
2024-02-10,MEDPLUS PHARMACY REF385822,7573.57,Wallet,Healthcare
2024-02-10,DIAGNOSTIC LAB,7589.26,Cash,Healthcare
2024-02-10,ELECTRONICS STORE TXN65119,13526.57,Debit Card,Shopping
2024-02-10,MISCELLANEOUS PAYMENT,7196.98,Credit Card,Other
2024-02-10,UPI INDEX FUND SIP VIJAYAWADA,24081.45,Net Banking,Investment
2024-02-10,PERSONAL TRANSFER,6389.41,Net Banking,Other
2024-02-10,UDEMY COURSE REF711176,2150.41,Cash,Education
2024-02-10,PHARMACY UPI REF853961,8581.77,Cash,Healthcare
2024-02-10,MEDPLUS PHARMACY,2779.63,Cash,Healthcare
2024-02-10,HOUSE RENT REF952679,6843.44,Credit Card,Rent
2024-02-10,MCDONALDS ORDER,54.8,Net Banking,Food
2024-02-11,MYNTRA SHOPPING,1878.37,Net Banking,Shopping
2024-02-11,HOSTEL FEE RENT TXN96491,9470.54,Credit Card,Rent
2024-02-11,RECURRING DEPOSIT REF523257,22692.91,Credit Card,Investment
2024-02-11,METRO TICKET TXN59560,2599.61,Debit Card,Transport
2024-02-11,UPI YOUTUBE PREMIUM HYD,764.64,Cash,Entertainment
2024-02-11,BANK CHARGE,9394.79,Debit Card,Other
2024-02-11,MOBILE POSTPAID BILL,2468.18,UPI,Bills
2024-02-11,ELECTRONICS STORE REF538065,14704.74,Net Banking,Shopping
2024-02-11,PETROL PUMP,2288.04,UPI,Transport
2024-02-11,UPI INOX MOVIES BLR,236.39,Wallet,Entertainment
2024-02-11,UDEMY COURSE REF958437,10740.16,Net Banking,Education
2024-02-12,STOCK INVESTMENT,26823.32,Net Banking,Investment
2024-02-12,CAFE COFFEE DAY,1012.25,Net Banking,Food
2024-02-12,HEALTH CHECKUP TXN81046,8243.85,Wallet,Healthcare
2024-02-12,UPI FIXED DEPOSIT VIJAYAWADA,11518.74,Net Banking,Investment
2024-02-12,UPI FLIPKART ORDER GUNTUR,10796.0,Debit Card,Shopping
2024-02-12,AUTO RICKSHAW UPI,2899.05,Debit Card,Transport
2024-02-12,UPI ATM FEE GUNTUR,6988.47,Debit Card,Other
2024-02-12,UPI ACT FIBERNET CHENNAI,3400.53,Credit Card,Bills
2024-02-13,AUTO RICKSHAW UPI,2380.29,Debit Card,Transport
2024-02-13,UPI HOSTEL RENT VIJAYAWADA,23232.17,UPI,Rent
2024-02-13,MONTHLY RENT TXN76281,4098.65,Cash,Rent
2024-02-13,RAILWAY TICKET REF212018,2677.47,Net Banking,Transport
2024-02-13,MYNTRA SHOPPING TXN75721,9362.66,Credit Card,Shopping
2024-02-13,UPI EYE HOSPITAL CHENNAI,3312.03,Wallet,Healthcare
2024-02-13,UPI TRAINING PROGRAM VIJAYAWADA,14722.01,Wallet,Education
2024-02-13,PG RENT PAYMENT REF377198,11127.57,Wallet,Rent
2024-02-14,HP FUEL STATION TXN89581,1607.24,Debit Card,Transport
2024-02-14,UPI ACCOMMODATION PAYMENT VIJAYAWADA,17743.14,UPI,Rent
2024-02-14,SIP INVESTMENT,26263.28,Wallet,Investment
2024-02-14,ELECTRONICS STORE REF512668,10509.81,Debit Card,Shopping
2024-02-14,CAFE COFFEE DAY REF532870,754.46,Wallet,Food
2024-02-14,NETFLIX SUBSCRIPTION REF783134,1507.5,UPI,Entertainment
2024-02-14,TRAINING PROGRAM,11194.37,Credit Card,Education
2024-02-14,FLIPKART ORDER REF940718,403.97,Debit Card,Shopping
2024-02-14,GAME PURCHASE,3576.69,Cash,Entertainment
2024-02-14,METRO TICKET,1025.4,UPI,Transport
2024-02-14,GAME PURCHASE,1543.84,Wallet,Entertainment
2024-02-14,INVESTMENT ACCOUNT,17036.11,Credit Card,Investment
2024-02-14,DOMINOS PIZZA,366.04,Credit Card,Food
2024-02-14,SIP INVESTMENT REF372302,26557.92,UPI,Investment
2024-02-14,MEDICAL STORE TXN24459,8514.99,Net Banking,Healthcare
2024-02-15,UPI UDEMY COURSE HYD,14326.42,UPI,Education
2024-02-15,TRAINING PROGRAM REF785371,10278.73,Debit Card,Education
2024-02-15,DOMINOS PIZZA,1351.32,Net Banking,Food
2024-02-15,GROCERY FOOD STORE,1056.48,Net Banking,Food
2024-02-15,GROCERY FOOD STORE,238.1,Wallet,Food
2024-02-15,GAME PURCHASE REF560470,2647.84,Net Banking,Entertainment
2024-02-15,FLIPKART ORDER,8384.59,Wallet,Shopping
2024-02-15,UPI AMAZON PRIME VIJAYAWADA,2049.3,Debit Card,Entertainment
2024-02-15,ELECTRONICS STORE TXN77669,3055.79,Credit Card,Shopping
2024-02-15,UPI COLLEGE FEE VIJAYAWADA,2126.78,UPI,Education
2024-02-16,GAS BILL PAYMENT,458.5,Wallet,Bills
2024-02-16,COLLEGE FEE TXN93230,4681.95,UPI,Education
2024-02-16,EXAM FEE,16491.3,UPI,Education
2024-02-16,UPI DONATION PAYMENT VIJAYAWADA,1290.66,Debit Card,Other
2024-02-16,PHARMACY UPI REF677759,857.67,Cash,Healthcare
2024-02-16,UPI INOX MOVIES CHENNAI,1421.43,Wallet,Entertainment
2024-02-16,VI MOBILE RECHARGE TXN13842,1953.93,Wallet,Bills
2024-02-16,DIAGNOSTIC LAB,8351.05,Credit Card,Healthcare
2024-02-16,ONLINE COURSE PAYMENT TXN18050,800.86,Debit Card,Education
2024-02-16,INVESTMENT ACCOUNT,14725.45,Net Banking,Investment
2024-02-16,APOLLO PHARMACY,963.71,Debit Card,Healthcare
2024-02-17,DMART PURCHASE,7964.64,Cash,Shopping
2024-02-17,STOCK INVESTMENT REF984752,8008.21,Cash,Investment
2024-02-17,UPI METRO TICKET GUNTUR,2713.17,Credit Card,Transport
2024-02-17,STOCK INVESTMENT,11912.81,Credit Card,Investment
2024-02-17,UPI PERSONAL TRANSFER HYD,1129.84,UPI,Other
2024-02-17,PERSONAL TRANSFER TXN99463,7634.43,UPI,Other
2024-02-17,EYE HOSPITAL,4873.21,UPI,Healthcare
2024-02-18,COLLEGE FEE,21306.82,Credit Card,Education
2024-02-18,TEA SHOP UPI TXN29396,796.44,Net Banking,Food
2024-02-18,UPI ELECTRICITY BILL GUNTUR,2833.14,Wallet,Bills
2024-02-18,JIO RECHARGE,2194.03,Net Banking,Bills
2024-02-18,MUTUAL FUND INVESTMENT,10396.22,Net Banking,Investment
2024-02-18,ACT FIBERNET,4762.09,Wallet,Bills
2024-02-18,BANK CHARGE TXN16285,5366.21,Credit Card,Other
2024-02-18,HP FUEL STATION,1400.15,Cash,Transport
2024-02-18,MYNTRA SHOPPING REF163660,4090.38,UPI,Shopping
2024-02-18,DONATION PAYMENT REF989274,7308.33,Credit Card,Other
2024-02-18,BANK CHARGE REF566925,4706.7,Credit Card,Other
2024-02-18,UPI HOSTEL FEE RENT GUNTUR,7522.94,Wallet,Rent
2024-02-19,BOOK STORE,17913.52,UPI,Education
2024-02-19,APARTMENT RENT TXN68445,17837.96,Debit Card,Rent
2024-02-19,PVR CINEMAS REF211760,3528.87,UPI,Entertainment
2024-02-19,SIP INVESTMENT REF456263,25028.61,Wallet,Investment
2024-02-19,RECURRING DEPOSIT,3422.45,Debit Card,Investment
2024-02-19,NETFLIX SUBSCRIPTION,359.11,Net Banking,Entertainment
2024-02-19,UPI MEDPLUS PHARMACY GUNTUR,4983.61,Cash,Healthcare
2024-02-20,ELECTRONICS STORE REF751834,11119.97,Credit Card,Shopping
2024-02-20,UPI FLIPKART ORDER GUNTUR,6004.04,Wallet,Shopping
2024-02-20,MYNTRA SHOPPING REF961621,14242.31,Wallet,Shopping
2024-02-20,LIBRARY FEE TXN41271,1366.2,Debit Card,Education
2024-02-20,DMART PURCHASE REF598969,8614.46,Cash,Shopping
2024-02-20,RECURRING DEPOSIT TXN48980,7507.67,Net Banking,Investment
2024-02-20,VI MOBILE RECHARGE,5214.91,Wallet,Bills
2024-02-20,CASH WITHDRAWAL TXN41164,6678.59,Cash,Other
2024-02-20,AMAZON PURCHASE,5927.73,UPI,Shopping
2024-02-20,INVESTMENT ACCOUNT,23072.22,Debit Card,Investment
2024-02-20,UPI TRANSFER,4880.81,UPI,Other
2024-02-20,EXAM FEE,1680.27,Cash,Education
2024-02-21,YOUTUBE PREMIUM TXN60922,1054.53,UPI,Entertainment
2024-02-21,ELECTRICITY BILL,2182.08,Credit Card,Bills
2024-02-21,INVESTMENT ACCOUNT,15176.35,Credit Card,Investment
2024-02-21,PETROL PUMP,2914.15,Credit Card,Transport
2024-02-21,UPI AMAZON PURCHASE HYD,9547.25,Credit Card,Shopping
2024-02-21,RESTAURANT PAYMENT TXN96540,1509.69,Credit Card,Food
2024-02-21,MISCELLANEOUS PAYMENT REF756916,354.18,Cash,Other
2024-02-21,DOCTOR CONSULTATION TXN24554,1168.0,Debit Card,Healthcare
2024-02-21,AJIO PURCHASE,12079.38,Cash,Shopping
2024-02-21,RAPIDO RIDE REF745346,2095.08,Credit Card,Transport
2024-02-22,DONATION PAYMENT TXN12008,9574.06,UPI,Other
2024-02-22,WATER BILL REF891328,429.97,Wallet,Bills
2024-02-22,UPI ROOM RENT GUNTUR,24147.13,UPI,Rent
2024-02-22,UPI MEESHO ORDER GUNTUR,13113.4,Wallet,Shopping
2024-02-22,BOOK STORE,3347.31,Debit Card,Education
2024-02-22,PERSONAL TRANSFER TXN46146,1749.56,Debit Card,Other
2024-02-23,ATM FEE,3927.82,Credit Card,Other
2024-02-23,ATM FEE REF316010,3924.06,Net Banking,Other
2024-02-23,COURSERA COURSE REF617287,15451.62,Credit Card,Education
2024-02-23,BROADBAND BILL REF778981,2452.85,Wallet,Bills
2024-02-23,BAKERY PURCHASE REF317406,1027.4,Debit Card,Food
2024-02-24,DOCTOR CONSULTATION,7035.52,UPI,Healthcare
2024-02-24,WATER BILL,1279.0,Cash,Bills
2024-02-24,UPI BUS TICKET GUNTUR,1247.73,Net Banking,Transport
2024-02-24,TRAINING PROGRAM,20581.12,Cash,Education
2024-02-24,TRAINING PROGRAM,1953.76,Wallet,Education
2024-02-24,UPI DMART PURCHASE BLR,13472.38,Wallet,Shopping
2024-02-24,INDIAN OIL PETROL TXN87561,151.83,Cash,Transport
2024-02-24,ZOMATO FOOD ORDER,531.94,Debit Card,Food
2024-02-24,MUTUAL FUND INVESTMENT,15596.19,Wallet,Investment
2024-02-24,RAILWAY TICKET REF257044,1968.26,Credit Card,Transport
2024-02-24,PG RENT PAYMENT REF282729,15828.91,Net Banking,Rent
2024-02-25,PETROL PUMP TXN97207,1156.36,Cash,Transport
2024-02-25,RELIANCE TRENDS,9412.42,UPI,Shopping
2024-02-25,ONLINE COURSE PAYMENT,17081.23,Wallet,Education
2024-02-25,BAKERY PURCHASE,855.39,UPI,Food
2024-02-25,GIFT PURCHASE,5268.36,Net Banking,Other
2024-02-25,UPI BROADBAND BILL HYD,762.99,Debit Card,Bills
2024-02-25,HOSTEL FEE RENT REF196725,18838.25,Wallet,Rent
2024-02-25,GROCERY FOOD STORE TXN90280,1552.54,Net Banking,Food
2024-02-26,JIO RECHARGE TXN69559,3500.37,Cash,Bills
2024-02-26,UPI TATA PLAY RECHARGE BLR,4595.44,Debit Card,Bills
2024-02-26,BANK CHARGE TXN94876,7153.77,Net Banking,Other
2024-02-26,UPI APOLLO PHARMACY CHENNAI,9846.01,UPI,Healthcare
2024-02-26,RAILWAY TICKET REF817172,2769.04,Credit Card,Transport
2024-02-27,STATIONERY STORE,23201.97,Cash,Education
2024-02-27,DIAGNOSTIC LAB TXN37982,7212.1,Net Banking,Healthcare
2024-02-27,MEESHO ORDER TXN72771,2402.25,Cash,Shopping
2024-02-27,ONLINE COURSE PAYMENT,14222.47,Wallet,Education
2024-02-27,UPI TRANSFER,3282.81,Debit Card,Other
2024-02-28,CERTIFICATION EXAM TXN69575,13697.35,Net Banking,Education
2024-02-28,BAKERY PURCHASE,1534.62,Credit Card,Food
2024-02-28,MONTHLY RENT TXN42653,22770.19,Debit Card,Rent
2024-02-28,TEA SHOP UPI,1028.24,Credit Card,Food
2024-02-28,SIP INVESTMENT REF854793,7872.71,UPI,Investment
2024-02-28,RELIANCE TRENDS TXN39323,10151.94,Credit Card,Shopping
2024-02-28,KFC RESTAURANT,260.08,Wallet,Food
2024-02-28,HOUSE RENT,5302.38,Net Banking,Rent
2024-02-28,PERSONAL TRANSFER TXN60809,123.33,Debit Card,Other
2024-02-28,MISCELLANEOUS PAYMENT TXN93816,9801.27,UPI,Other
2024-02-29,UPI ROOM RENT GUNTUR,7789.42,Cash,Rent
2024-02-29,UPI DOMINOS PIZZA CHENNAI,286.55,UPI,Food
2024-02-29,HOUSE RENT,12911.71,Net Banking,Rent
2024-02-29,UBER TRIP,2486.22,Credit Card,Transport
2024-02-29,EYE HOSPITAL,7020.6,Wallet,Healthcare
2024-02-29,HOUSE RENT TXN82672,21071.58,Credit Card,Rent
2024-02-29,PERSONAL TRANSFER REF165706,9118.59,Cash,Other
2024-02-29,AUTO RICKSHAW UPI,187.03,Debit Card,Transport
2024-02-29,UPI CAFE COFFEE DAY GUNTUR,770.11,Wallet,Food
2024-02-29,ATM FEE REF950069,7796.46,Net Banking,Other
2024-03-01,UPI HOSTEL FEE RENT BLR,12016.61,Net Banking,Rent
2024-03-01,ACT FIBERNET,5156.93,Credit Card,Bills
2024-03-01,PG RENT PAYMENT TXN89522,15894.52,UPI,Rent
2024-03-01,STATIONERY STORE,4343.84,Wallet,Education
2024-03-01,TATA PLAY RECHARGE,1105.33,Cash,Bills
2024-03-01,ROOM RENT TXN34850,19027.62,Cash,Rent
2024-03-01,PG RENT PAYMENT,3914.99,Net Banking,Rent
2024-03-01,UPI UDEMY COURSE CHENNAI,1152.34,Wallet,Education
2024-03-01,ROOM RENT TXN10886,3736.6,Debit Card,Rent
2024-03-01,INOX MOVIES,462.9,Wallet,Entertainment
2024-03-01,CAFE COFFEE DAY,173.66,Net Banking,Food
2024-03-01,UPI HOSTEL FEE RENT HYD,15961.42,Net Banking,Rent
2024-03-01,ATM FEE,5498.26,Net Banking,Other
2024-03-02,MISCELLANEOUS PAYMENT TXN13362,8986.63,UPI,Other
2024-03-02,ELECTRICITY BILL TXN41718,4811.03,Wallet,Bills
2024-03-02,HOTSTAR SUBSCRIPTION,3879.46,Credit Card,Entertainment
2024-03-02,BAKERY PURCHASE,1498.57,Credit Card,Food
2024-03-02,PG RENT PAYMENT,13886.86,Debit Card,Rent
2024-03-02,SWIGGY ORDER REF716564,125.93,Wallet,Food
2024-03-02,MOVIE TICKET,383.67,Debit Card,Entertainment
2024-03-02,YOUTUBE PREMIUM,3889.17,Cash,Entertainment
2024-03-02,UPI ROOM RENT VIJAYAWADA,20534.56,Debit Card,Rent
2024-03-03,APOLLO PHARMACY,4689.47,UPI,Healthcare
2024-03-03,HOSTEL RENT,20622.44,Credit Card,Rent
2024-03-03,AMAZON PRIME,1964.93,Net Banking,Entertainment
2024-03-03,SIP INVESTMENT TXN43460,19322.69,Credit Card,Investment
2024-03-03,UPI HOSTEL FEE RENT HYD,20165.12,UPI,Rent
2024-03-03,MISCELLANEOUS PAYMENT TXN74788,6467.64,UPI,Other
2024-03-03,METRO TICKET REF128643,1398.26,Cash,Transport
2024-03-03,METRO TICKET,400.73,UPI,Transport
2024-03-03,WATER BILL TXN27350,4553.3,Debit Card,Bills
2024-03-03,UPI HOUSE RENT CHENNAI,14444.12,Cash,Rent
2024-03-03,MONTHLY RENT REF680290,18781.87,Wallet,Rent
2024-03-03,HOUSE RENT REF787134,5090.68,Wallet,Rent
2024-03-03,SIP INVESTMENT,28873.06,UPI,Investment
2024-03-03,UPI ATM FEE GUNTUR,3629.03,Credit Card,Other
2024-03-03,PG RENT PAYMENT,17620.75,Debit Card,Rent
2024-03-04,GROCERY FOOD STORE,1032.29,Credit Card,Food
2024-03-04,CAFE COFFEE DAY,820.07,Credit Card,Food
2024-03-04,COURSERA COURSE TXN28797,20244.23,Net Banking,Education
2024-03-04,UPI STOCK INVESTMENT VIJAYAWADA,28593.79,Wallet,Investment
2024-03-04,UPI HOTSTAR SUBSCRIPTION VIJAYAWADA,3484.33,Net Banking,Entertainment
2024-03-04,UPI EXAM FEE HYD,12326.18,Credit Card,Education
2024-03-05,TRAINING PROGRAM,15447.53,Credit Card,Education
2024-03-05,COURSERA COURSE,23317.48,UPI,Education
2024-03-05,DMART PURCHASE,14559.42,UPI,Shopping
2024-03-05,KFC RESTAURANT,1669.41,Net Banking,Food
2024-03-05,GIFT PURCHASE,3935.27,Net Banking,Other
2024-03-05,BROADBAND BILL,2404.68,Debit Card,Bills
2024-03-05,AIRTEL RECHARGE,1123.34,UPI,Bills
2024-03-05,EXAM FEE TXN35660,21239.47,Credit Card,Education
2024-03-06,HOUSE RENT,16173.92,Cash,Rent
2024-03-06,APOLLO PHARMACY,6516.46,Net Banking,Healthcare
2024-03-06,COURSERA COURSE,14061.93,UPI,Education
2024-03-06,SHOPPING MALL,6587.12,Credit Card,Shopping
2024-03-06,EYE HOSPITAL TXN99415,944.85,Net Banking,Healthcare
2024-03-06,UDEMY COURSE,10071.46,UPI,Education
2024-03-06,RECURRING DEPOSIT TXN99707,3689.08,Credit Card,Investment
2024-03-06,RECURRING DEPOSIT REF505595,20426.95,Debit Card,Investment
2024-03-06,UPI PETROL PUMP CHENNAI,335.94,Net Banking,Transport
2024-03-06,UBER TRIP TXN66272,837.78,Credit Card,Transport
2024-03-06,GOLD SAVINGS TXN54790,11357.68,Cash,Investment
2024-03-06,UPI STOCK INVESTMENT HYD,13591.89,Credit Card,Investment
2024-03-06,UPI RESTAURANT PAYMENT BLR,1597.48,UPI,Food
2024-03-06,INDIAN OIL PETROL,915.0,Net Banking,Transport
2024-03-06,PVR CINEMAS,969.13,UPI,Entertainment
2024-03-07,MOBILE POSTPAID BILL,3434.33,Cash,Bills
2024-03-07,KFC RESTAURANT REF245221,541.1,Debit Card,Food
2024-03-07,APOLLO PHARMACY TXN99437,8073.56,Credit Card,Healthcare
2024-03-07,SIP INVESTMENT REF305602,28835.26,Credit Card,Investment
2024-03-07,EXAM FEE,12238.92,Net Banking,Education
2024-03-07,APOLLO PHARMACY TXN17613,2257.6,Credit Card,Healthcare
2024-03-07,ENTERTAINMENT EVENT,1848.34,Debit Card,Entertainment
2024-03-07,ACCOMMODATION PAYMENT,16003.38,Debit Card,Rent
2024-03-07,KFC RESTAURANT TXN31333,997.74,Debit Card,Food
2024-03-08,MCDONALDS ORDER,1145.82,UPI,Food
2024-03-08,DONATION PAYMENT TXN43484,7368.65,Debit Card,Other
2024-03-08,GROCERY FOOD STORE REF346355,713.73,Net Banking,Food
2024-03-08,HOSTEL RENT REF437758,16382.54,Debit Card,Rent
2024-03-08,STOCK INVESTMENT,26585.27,Credit Card,Investment
2024-03-08,MOBILE POSTPAID BILL TXN13340,382.71,Net Banking,Bills
2024-03-08,VI MOBILE RECHARGE,4511.86,Net Banking,Bills
2024-03-08,BUS TICKET TXN41749,489.94,Debit Card,Transport
2024-03-08,BROADBAND BILL TXN59872,5053.91,Wallet,Bills
2024-03-08,HEALTH CHECKUP REF981304,5205.64,Cash,Healthcare
2024-03-08,CERTIFICATION EXAM,13883.17,Wallet,Education
2024-03-08,MEESHO ORDER REF520719,4790.49,Wallet,Shopping
2024-03-08,INOX MOVIES,1170.16,UPI,Entertainment
2024-03-08,UPI ROOM RENT CHENNAI,9836.26,Credit Card,Rent
2024-03-09,HP FUEL STATION,1125.87,Debit Card,Transport
2024-03-09,RAILWAY TICKET REF720615,1030.41,Cash,Transport
2024-03-09,ELECTRICITY BILL,4000.52,UPI,Bills
2024-03-09,DMART PURCHASE,13220.71,Wallet,Shopping
2024-03-09,OLA CAB,509.85,UPI,Transport
2024-03-09,CERTIFICATION EXAM TXN24900,16442.02,Cash,Education
2024-03-09,AIRTEL RECHARGE REF901865,1735.58,Cash,Bills
2024-03-09,VI MOBILE RECHARGE,5378.92,UPI,Bills
2024-03-09,UPI AIRTEL RECHARGE BLR,4303.92,UPI,Bills
2024-03-09,MONTHLY RENT,4848.73,UPI,Rent
2024-03-09,WATER BILL,1581.5,Net Banking,Bills
2024-03-09,UPI HOSTEL FEE RENT BLR,18936.29,Credit Card,Rent
2024-03-10,COLLEGE FEE,16083.41,Credit Card,Education
2024-03-10,HOUSE RENT,5557.9,Net Banking,Rent
2024-03-10,TRAINING PROGRAM REF805483,311.06,UPI,Education
2024-03-10,DOMINOS PIZZA,568.01,Cash,Food
2024-03-10,BAKERY PURCHASE,1374.03,Credit Card,Food
2024-03-10,UPI YOUTUBE PREMIUM VIJAYAWADA,3989.99,Credit Card,Entertainment
2024-03-10,DOMINOS PIZZA,161.79,Debit Card,Food
2024-03-10,APOLLO PHARMACY,855.02,Wallet,Healthcare
2024-03-10,PVR CINEMAS TXN12128,1492.02,Credit Card,Entertainment
2024-03-10,INDIAN OIL PETROL,1514.63,Net Banking,Transport
2024-03-10,MEDICAL STORE,7062.41,Debit Card,Healthcare
2024-03-10,RECURRING DEPOSIT,13654.52,Net Banking,Investment
2024-03-11,INVESTMENT ACCOUNT REF701530,18479.78,Credit Card,Investment
2024-03-11,RAILWAY TICKET REF263451,422.17,Wallet,Transport
2024-03-11,DOMINOS PIZZA REF915680,462.85,UPI,Food
2024-03-11,ELECTRICITY BILL REF204720,3481.12,Wallet,Bills
2024-03-11,UPI MOBILE POSTPAID BILL HYD,4604.49,UPI,Bills
2024-03-11,UPI INOX MOVIES HYD,1527.85,Credit Card,Entertainment
2024-03-11,AMAZON PURCHASE,4533.08,Cash,Shopping
2024-03-11,UPI AMAZON PRIME CHENNAI,2688.8,Credit Card,Entertainment
2024-03-12,RELIANCE TRENDS REF291677,1589.39,Wallet,Shopping
2024-03-12,DMART PURCHASE TXN37413,14250.58,Cash,Shopping
2024-03-12,MOVIE TICKET TXN96423,348.02,Cash,Entertainment
2024-03-12,UPI DOCTOR CONSULTATION GUNTUR,6629.74,Net Banking,Healthcare
2024-03-12,SHOPPING MALL REF167755,13061.01,Debit Card,Shopping
2024-03-12,EXAM FEE REF559218,20237.18,Cash,Education
2024-03-12,UPI BUS TICKET CHENNAI,1425.54,Net Banking,Transport
2024-03-12,DMART PURCHASE,14828.13,Cash,Shopping
2024-03-12,UPI HOUSE RENT BLR,6835.27,Debit Card,Rent
2024-03-12,COLLEGE FEE TXN44690,4530.44,Net Banking,Education
2024-03-13,ZOMATO FOOD ORDER TXN65591,179.15,Cash,Food
2024-03-13,YOUTUBE PREMIUM REF732319,2309.59,Credit Card,Entertainment
2024-03-13,ATM FEE,2241.16,Wallet,Other
2024-03-13,UPI ENTERTAINMENT EVENT VIJAYAWADA,3353.72,Debit Card,Entertainment
2024-03-13,UPI ACCOMMODATION PAYMENT BLR,19872.83,Credit Card,Rent
2024-03-13,UPI AMAZON PRIME CHENNAI,2588.16,Cash,Entertainment
2024-03-13,KFC RESTAURANT REF132938,1554.36,Cash,Food
2024-03-13,GAME PURCHASE,3462.32,Net Banking,Entertainment
2024-03-13,CAFE COFFEE DAY,259.45,Cash,Food
2024-03-13,MEESHO ORDER,3747.89,Credit Card,Shopping
2024-03-14,PHARMACY UPI TXN90666,8384.81,Cash,Healthcare
2024-03-14,UPI HOUSE RENT GUNTUR,14345.8,UPI,Rent
2024-03-14,ROOM RENT,8125.68,UPI,Rent
2024-03-14,HP FUEL STATION REF434936,200.16,Cash,Transport
2024-03-14,AMAZON PURCHASE,4769.75,Wallet,Shopping
2024-03-14,UPI HOUSE RENT GUNTUR,9864.24,Net Banking,Rent
2024-03-14,MUTUAL FUND INVESTMENT TXN39850,3403.07,Credit Card,Investment
2024-03-14,RAPIDO RIDE REF379449,2333.69,Cash,Transport
2024-03-14,UPI GOLD SAVINGS HYD,26710.12,Debit Card,Investment
2024-03-14,MOVIE TICKET,830.52,Debit Card,Entertainment
2024-03-14,UPI BANK CHARGE BLR,2894.08,Credit Card,Other
2024-03-14,AMAZON PURCHASE,2429.68,Debit Card,Shopping
2024-03-15,AMAZON PURCHASE,6312.6,Net Banking,Shopping
2024-03-15,UPI HP FUEL STATION CHENNAI,2678.15,Net Banking,Transport
2024-03-15,UPI MEDPLUS PHARMACY GUNTUR,2332.83,Wallet,Healthcare
